3.360000000000000000e+02,1.650000000000000000e+02,2.600000000000000000e+01,6.100000000000000000e+01
3.370000000000000000e+02,1.640000000000000000e+02,2.600000000000000000e+01,6.100000000000000000e+01
3.360000000000000000e+02,1.630000000000000000e+02,2.600000000000000000e+01,6.200000000000000000e+01
3.340000000000000000e+02,1.640000000000000000e+02,2.600000000000000000e+01,6.100000000000000000e+01
3.340000000000000000e+02,1.640000000000000000e+02,2.600000000000000000e+01,6.200000000000000000e+01
3.340000000000000000e+02,1.650000000000000000e+02,2.700000000000000000e+01,6.300000000000000000e+01
3.330000000000000000e+02,1.660000000000000000e+02,2.600000000000000000e+01,6.200000000000000000e+01
3.320000000000000000e+02,1.670000000000000000e+02,2.600000000000000000e+01,6.100000000000000000e+01
3.290000000000000000e+02,1.730000000000000000e+02,2.600000000000000000e+01,6.200000000000000000e+01
3.290000000000000000e+02,1.710000000000000000e+02,2.600000000000000000e+01,6.100000000000000000e+01
3.310000000000000000e+02,1.670000000000000000e+02,2.500000000000000000e+01,5.900000000000000000e+01
3.310000000000000000e+02,1.660000000000000000e+02,2.500000000000000000e+01,5.900000000000000000e+01
3.290000000000000000e+02,1.650000000000000000e+02,2.500000000000000000e+01,5.900000000000000000e+01
3.260000000000000000e+02,1.650000000000000000e+02,2.500000000000000000e+01,5.900000000000000000e+01
3.250000000000000000e+02,1.650000000000000000e+02,2.600000000000000000e+01,6.100000000000000000e+01
3.270000000000000000e+02,1.650000000000000000e+02,2.500000000000000000e+01,6.000000000000000000e+01
3.260000000000000000e+02,1.650000000000000000e+02,2.600000000000000000e+01,6.100000000000000000e+01
3.280000000000000000e+02,1.640000000000000000e+02,2.500000000000000000e+01,6.000000000000000000e+01
3.300000000000000000e+02,1.610000000000000000e+02,2.600000000000000000e+01,6.100000000000000000e+01
3.290000000000000000e+02,1.770000000000000000e+02,2.600000000000000000e+01,6.100000000000000000e+01
3.290000000000000000e+02,1.740000000000000000e+02,2.600000000000000000e+01,6.100000000000000000e+01
3.290000000000000000e+02,1.600000000000000000e+02,2.600000000000000000e+01,6.200000000000000000e+01
3.280000000000000000e+02,1.600000000000000000e+02,2.700000000000000000e+01,6.300000000000000000e+01
3.280000000000000000e+02,1.590000000000000000e+02,2.600000000000000000e+01,6.200000000000000000e+01
3.280000000000000000e+02,1.590000000000000000e+02,2.600000000000000000e+01,6.200000000000000000e+01
3.250000000000000000e+02,1.570000000000000000e+02,2.700000000000000000e+01,6.400000000000000000e+01
3.270000000000000000e+02,1.570000000000000000e+02,2.700000000000000000e+01,6.400000000000000000e+01
3.280000000000000000e+02,1.580000000000000000e+02,2.700000000000000000e+01,6.300000000000000000e+01
3.280000000000000000e+02,1.550000000000000000e+02,2.600000000000000000e+01,6.200000000000000000e+01
3.300000000000000000e+02,1.530000000000000000e+02,2.700000000000000000e+01,6.400000000000000000e+01
3.290000000000000000e+02,1.550000000000000000e+02,2.600000000000000000e+01,6.200000000000000000e+01
3.300000000000000000e+02,1.680000000000000000e+02,2.600000000000000000e+01,6.100000000000000000e+01
3.300000000000000000e+02,1.540000000000000000e+02,2.600000000000000000e+01,6.200000000000000000e+01
3.310000000000000000e+02,1.530000000000000000e+02,2.600000000000000000e+01,6.200000000000000000e+01
3.310000000000000000e+02,1.540000000000000000e+02,2.600000000000000000e+01,6.100000000000000000e+01
3.290000000000000000e+02,1.530000000000000000e+02,2.600000000000000000e+01,6.100000000000000000e+01
3.290000000000000000e+02,1.530000000000000000e+02,2.600000000000000000e+01,6.200000000000000000e+01
3.310000000000000000e+02,1.530000000000000000e+02,2.700000000000000000e+01,6.400000000000000000e+01
3.320000000000000000e+02,1.520000000000000000e+02,2.700000000000000000e+01,6.500000000000000000e+01
3.330000000000000000e+02,1.510000000000000000e+02,2.800000000000000000e+01,6.600000000000000000e+01
3.340000000000000000e+02,1.500000000000000000e+02,2.800000000000000000e+01,6.700000000000000000e+01
3.320000000000000000e+02,1.510000000000000000e+02,2.900000000000000000e+01,6.800000000000000000e+01
3.310000000000000000e+02,1.500000000000000000e+02,2.900000000000000000e+01,7.000000000000000000e+01
3.300000000000000000e+02,1.490000000000000000e+02,2.900000000000000000e+01,7.000000000000000000e+01
3.310000000000000000e+02,1.490000000000000000e+02,2.900000000000000000e+01,6.900000000000000000e+01
3.300000000000000000e+02,1.500000000000000000e+02,2.900000000000000000e+01,6.800000000000000000e+01
3.290000000000000000e+02,1.490000000000000000e+02,2.900000000000000000e+01,6.800000000000000000e+01
3.280000000000000000e+02,1.500000000000000000e+02,2.900000000000000000e+01,6.800000000000000000e+01
3.300000000000000000e+02,1.520000000000000000e+02,2.900000000000000000e+01,6.800000000000000000e+01
3.310000000000000000e+02,1.510000000000000000e+02,2.800000000000000000e+01,6.700000000000000000e+01
3.330000000000000000e+02,1.520000000000000000e+02,2.800000000000000000e+01,6.600000000000000000e+01
3.340000000000000000e+02,1.510000000000000000e+02,2.700000000000000000e+01,6.500000000000000000e+01
3.350000000000000000e+02,1.510000000000000000e+02,2.800000000000000000e+01,6.600000000000000000e+01
3.350000000000000000e+02,1.520000000000000000e+02,2.700000000000000000e+01,6.500000000000000000e+01
3.350000000000000000e+02,1.520000000000000000e+02,2.800000000000000000e+01,6.600000000000000000e+01
3.370000000000000000e+02,1.530000000000000000e+02,2.700000000000000000e+01,6.500000000000000000e+01
3.350000000000000000e+02,1.510000000000000000e+02,2.800000000000000000e+01,6.600000000000000000e+01
3.360000000000000000e+02,1.520000000000000000e+02,2.700000000000000000e+01,6.500000000000000000e+01
3.360000000000000000e+02,1.530000000000000000e+02,2.700000000000000000e+01,6.500000000000000000e+01
3.360000000000000000e+02,1.520000000000000000e+02,2.700000000000000000e+01,6.400000000000000000e+01
3.360000000000000000e+02,1.520000000000000000e+02,2.700000000000000000e+01,6.500000000000000000e+01
3.340000000000000000e+02,1.510000000000000000e+02,2.800000000000000000e+01,6.600000000000000000e+01
3.320000000000000000e+02,1.500000000000000000e+02,2.800000000000000000e+01,6.700000000000000000e+01
3.300000000000000000e+02,1.500000000000000000e+02,2.800000000000000000e+01,6.600000000000000000e+01
3.290000000000000000e+02,1.510000000000000000e+02,2.800000000000000000e+01,6.600000000000000000e+01
3.280000000000000000e+02,1.500000000000000000e+02,2.900000000000000000e+01,6.800000000000000000e+01
3.260000000000000000e+02,1.510000000000000000e+02,2.800000000000000000e+01,6.600000000000000000e+01
3.220000000000000000e+02,1.490000000000000000e+02,2.800000000000000000e+01,6.600000000000000000e+01
3.210000000000000000e+02,1.510000000000000000e+02,2.800000000000000000e+01,6.700000000000000000e+01
3.210000000000000000e+02,1.520000000000000000e+02,2.800000000000000000e+01,6.600000000000000000e+01
3.220000000000000000e+02,1.520000000000000000e+02,2.800000000000000000e+01,6.700000000000000000e+01
3.230000000000000000e+02,1.520000000000000000e+02,2.900000000000000000e+01,6.800000000000000000e+01
3.220000000000000000e+02,1.480000000000000000e+02,2.900000000000000000e+01,7.000000000000000000e+01
3.220000000000000000e+02,1.500000000000000000e+02,2.900000000000000000e+01,6.900000000000000000e+01
3.220000000000000000e+02,1.510000000000000000e+02,2.900000000000000000e+01,6.900000000000000000e+01
3.230000000000000000e+02,1.510000000000000000e+02,2.900000000000000000e+01,6.800000000000000000e+01
3.230000000000000000e+02,1.510000000000000000e+02,2.900000000000000000e+01,6.800000000000000000e+01
3.220000000000000000e+02,1.520000000000000000e+02,2.800000000000000000e+01,6.600000000000000000e+01
3.210000000000000000e+02,1.520000000000000000e+02,2.800000000000000000e+01,6.600000000000000000e+01
3.210000000000000000e+02,1.530000000000000000e+02,2.700000000000000000e+01,6.400000000000000000e+01
3.210000000000000000e+02,1.550000000000000000e+02,2.700000000000000000e+01,6.300000000000000000e+01
3.230000000000000000e+02,1.550000000000000000e+02,2.700000000000000000e+01,6.300000000000000000e+01
3.220000000000000000e+02,1.530000000000000000e+02,2.700000000000000000e+01,6.400000000000000000e+01
3.220000000000000000e+02,1.510000000000000000e+02,2.700000000000000000e+01,6.400000000000000000e+01
3.220000000000000000e+02,1.530000000000000000e+02,2.700000000000000000e+01,6.500000000000000000e+01
3.210000000000000000e+02,1.530000000000000000e+02,2.700000000000000000e+01,6.400000000000000000e+01
3.240000000000000000e+02,1.540000000000000000e+02,2.700000000000000000e+01,6.500000000000000000e+01
3.240000000000000000e+02,1.530000000000000000e+02,2.800000000000000000e+01,6.600000000000000000e+01
3.230000000000000000e+02,1.530000000000000000e+02,2.800000000000000000e+01,6.700000000000000000e+01
3.240000000000000000e+02,1.530000000000000000e+02,2.800000000000000000e+01,6.700000000000000000e+01
3.240000000000000000e+02,1.540000000000000000e+02,2.800000000000000000e+01,6.700000000000000000e+01
3.280000000000000000e+02,1.550000000000000000e+02,2.800000000000000000e+01,6.600000000000000000e+01
3.310000000000000000e+02,1.530000000000000000e+02,2.900000000000000000e+01,6.800000000000000000e+01
3.300000000000000000e+02,1.520000000000000000e+02,2.900000000000000000e+01,6.900000000000000000e+01
3.320000000000000000e+02,1.510000000000000000e+02,2.900000000000000000e+01,6.900000000000000000e+01
3.330000000000000000e+02,1.520000000000000000e+02,2.900000000000000000e+01,6.800000000000000000e+01
3.340000000000000000e+02,1.530000000000000000e+02,2.900000000000000000e+01,6.800000000000000000e+01
3.370000000000000000e+02,1.530000000000000000e+02,2.800000000000000000e+01,6.700000000000000000e+01
3.370000000000000000e+02,1.520000000000000000e+02,2.800000000000000000e+01,6.700000000000000000e+01
3.360000000000000000e+02,1.520000000000000000e+02,2.800000000000000000e+01,6.600000000000000000e+01
3.350000000000000000e+02,1.530000000000000000e+02,2.700000000000000000e+01,6.500000000000000000e+01
3.390000000000000000e+02,1.550000000000000000e+02,2.700000000000000000e+01,6.400000000000000000e+01
3.390000000000000000e+02,1.560000000000000000e+02,2.700000000000000000e+01,6.300000000000000000e+01
3.370000000000000000e+02,1.560000000000000000e+02,2.700000000000000000e+01,6.300000000000000000e+01
3.380000000000000000e+02,1.490000000000000000e+02,2.700000000000000000e+01,6.400000000000000000e+01
3.380000000000000000e+02,1.520000000000000000e+02,2.800000000000000000e+01,6.600000000000000000e+01
3.410000000000000000e+02,1.540000000000000000e+02,2.700000000000000000e+01,6.400000000000000000e+01
3.420000000000000000e+02,1.540000000000000000e+02,2.700000000000000000e+01,6.500000000000000000e+01
3.430000000000000000e+02,1.540000000000000000e+02,2.800000000000000000e+01,6.600000000000000000e+01
3.450000000000000000e+02,1.540000000000000000e+02,2.700000000000000000e+01,6.500000000000000000e+01
3.450000000000000000e+02,1.540000000000000000e+02,2.800000000000000000e+01,6.600000000000000000e+01
3.460000000000000000e+02,1.550000000000000000e+02,2.700000000000000000e+01,6.500000000000000000e+01
3.500000000000000000e+02,1.580000000000000000e+02,2.700000000000000000e+01,6.500000000000000000e+01
3.540000000000000000e+02,1.580000000000000000e+02,2.800000000000000000e+01,6.600000000000000000e+01
3.550000000000000000e+02,1.570000000000000000e+02,2.800000000000000000e+01,6.700000000000000000e+01
3.600000000000000000e+02,1.550000000000000000e+02,2.800000000000000000e+01,6.600000000000000000e+01
3.600000000000000000e+02,1.560000000000000000e+02,2.800000000000000000e+01,6.700000000000000000e+01
3.640000000000000000e+02,1.570000000000000000e+02,2.800000000000000000e+01,6.600000000000000000e+01
3.660000000000000000e+02,1.570000000000000000e+02,2.800000000000000000e+01,6.700000000000000000e+01
3.660000000000000000e+02,1.560000000000000000e+02,2.900000000000000000e+01,6.800000000000000000e+01
3.650000000000000000e+02,1.550000000000000000e+02,2.900000000000000000e+01,6.900000000000000000e+01
3.650000000000000000e+02,1.540000000000000000e+02,2.900000000000000000e+01,7.000000000000000000e+01
3.670000000000000000e+02,1.560000000000000000e+02,3.000000000000000000e+01,7.000000000000000000e+01
